exp_name,location,asset_type,asset_name,capacity
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48103,solar,solar,7.664701430371679
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48103,wind,wind,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48103,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48103,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48125,solar,solar,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48125,wind,wind,4.899750654820934
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48125,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48125,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48189,solar,solar,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48189,wind,wind,5.0099547291438284
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48189,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48189,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48227,solar,solar,7.931141582752616
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48227,wind,wind,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48227,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48227,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48329,solar,solar,7.740111360266155
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48329,wind,wind,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48329,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48329,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48371,solar,solar,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48371,wind,wind,4.858075057313954
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48371,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48371,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48375,solar,solar,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48375,wind,wind,4.917081058662532
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48375,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48375,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48389,solar,solar,7.711798440708435
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48389,wind,wind,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48389,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48389,storage,lithium_ion,100.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48415,solar,solar,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48415,wind,wind,5.267974034307343
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48415,geothermal,geothermal,0.0
onlyren_500MW___001__ren_penetration=0__site_gen_penetration=0,48415,storage,lithium_ion,100.0
