hour,location,hourly_cf_solar,hourly_cf_wind
2,48173,0.0,0.5499
2,48175,0.0,0.3275
2,48177,0.0,0.3629
2,48179,0.0,0.6874
2,48181,0.0,0.656
2,48183,0.0,0.0
2,48185,0.0,0.3409
2,48187,0.0,0.363
2,48189,0.0,0.56535
2,48191,0.0,0.32345
2,48193,0.0,0.6226666666666667
2,48195,0.0,0.73075
2,48197,0.0,0.5733
2,48199,0.0,0.2585
2,48201,0.0,0.201
2,48203,0.0,0.3076666666666667
2,48205,0.0,0.4587333333333332
2,48207,0.0,0.6077333333333333
2,48209,0.0,0.0
2,48211,0.0,0.5389666666666667
2,48213,0.0,0.4813
2,48215,0.0,0.26075
2,48217,0.0,0.6272333333333333
2,48219,0.0,0.45185
2,48221,0.0,0.5781499999999999
2,48223,0.0,0.516
2,48225,0.0,0.3555999999999999
2,48227,0.0,0.470725
2,48229,0.0,0.2449624999999999
2,48231,0.0,0.549
2,48233,0.0,0.4769
2,48235,0.0,0.4900666666666666
2,48237,0.0,0.6964
2,48239,0.0,0.3283
2,48241,0.0,0.29535
2,48243,0.0,0.2568833333333333
2,48245,0.0,0.2783
2,48247,0.0,0.35455
2,48249,0.0,0.2587333333333333
2,48251,0.0,0.456
2,48253,0.0,0.5800000000000001
2,48255,0.0,0.4366999999999999
2,48257,0.0,0.516
2,48259,0.0,0.55785
2,48261,0.0,0.2456
2,48263,0.0,0.465325
2,48265,0.0,0.6427
2,48267,0.0,0.47634
2,48269,0.0,0.4618
2,48271,0.0,0.435375
2,48273,0.0,0.2604
2,48275,0.0,0.5139
2,48277,0.0,0.4996666666666667
2,48279,0.0,0.5607000000000001
2,48281,0.0,0.55315
2,48283,0.0,0.3995666666666667
2,48285,0.0,0.35935
2,48287,0.0,0.352
2,48289,0.0,0.4309249999999999
2,48291,0.0,0.2506
2,48293,0.0,0.5301
2,48295,0.0,0.0
2,48297,0.0,0.4184666666666666
2,48299,0.0,0.35416
2,48301,0.0,0.2113
2,48303,0.0,0.0
2,48305,0.0,0.4659999999999999
2,48307,0.0,0.45972
2,48309,0.0,0.5624
2,48311,0.0,0.444275
2,48313,0.0,0.3462499999999999
2,48315,0.0,0.3024
2,48317,0.0,0.40435
2,48319,0.0,0.3952333333333334
2,48321,0.0,0.28785
2,48323,0.0,0.3904666666666667
2,48325,0.0,0.338275
2,48327,0.0,0.4765333333333333
2,48329,0.0,0.52815
2,48331,0.0,0.4827333333333333
2,48333,0.0,0.52025
2,48335,0.0,0.4634833333333332
2,48337,0.0,0.6735333333333333
2,48339,0.0,0.2627
2,48341,0.0,0.58005
2,48343,0.0,0.4308
2,48345,0.0,0.49325
2,48347,0.0,0.2737
2,48349,0.0,0.5467
2,48351,0.0,0.2555
2,48353,0.0,0.4838666666666666
2,48355,0.0,0.2504
2,48357,0.0,0.5354333333333333
2,48359,0.0,0.5337999999999999
2,48361,0.0,0.2636
2,48363,0.0,0.4504
2,48365,0.0,0.2801
2,48367,0.0,0.4886
2,48369,0.0,0.5207999999999999
2,48371,0.0,0.5026857142857143
2,48373,0.0,0.26525
2,48375,0.0,0.4877166666666666
2,48377,0.0,0.2848
2,48379,0.0,0.0
2,48381,0.0,0.4117666666666666
2,48383,0.0,0.5238666666666667
2,48385,0.0,0.5671
2,48387,0.0,0.3712
2,48389,0.0,0.2342666666666667
2,48391,0.0,0.3108
2,48393,0.0,0.4729
2,48395,0.0,0.4649
2,48397,0.0,0.0
2,48399,0.0,0.48196
2,48401,0.0,0.3504
2,48403,0.0,0.2678
2,48405,0.0,0.28925
2,48407,0.0,0.26675
2,48409,0.0,0.3098
2,48411,0.0,0.45825
2,48413,0.0,0.496
2,48415,0.0,0.4972999999999999
2,48417,0.0,0.6153666666666667
2,48419,0.0,0.3175333333333333
2,48421,0.0,0.6763
2,48423,0.0,0.336
2,48425,0.0,0.0
2,48427,0.0,0.3304
2,48429,0.0,0.6354666666666667
2,48431,0.0,0.4877
2,48433,0.0,0.4625000000000001
2,48435,0.0,0.544575
2,48437,0.0,0.6403
2,48439,0.0,0.0
2,48441,0.0,0.6168
2,48443,0.0,0.2589166666666666
2,48445,0.0,0.4482666666666666
2,48447,0.0,0.5461333333333334
2,48449,0.0,0.44785
2,48451,0.0,0.4925
2,48453,0.0,0.4947
2,48455,0.0,0.297
2,48457,0.0,0.2445999999999999
2,48459,0.0,0.3935
2,48461,0.0,0.49945
2,48463,0.0,0.3723
2,48465,0.0,0.4434499999999999
2,48467,0.0,0.0
2,48469,0.0,0.3299499999999999
2,48471,0.0,0.2904666666666666
2,48473,0.0,0.0
2,48475,0.0,0.4312666666666667
2,48477,0.0,0.0
2,48479,0.0,0.4923
2,48481,0.0,0.3319
2,48483,0.0,0.5154666666666666
2,48485,0.0,0.5870000000000001
2,48487,0.0,0.5672333333333334
2,48489,0.0,0.2996
2,48491,0.0,0.0
2,48493,0.0,0.3543333333333334
2,48495,0.0,0.49772
2,48497,0.0,0.694
2,48499,0.0,0.0
2,48501,0.0,0.51335
2,48503,0.0,0.6127
2,48505,0.0,0.428775
2,48507,0.0,0.3832333333333333
3,48001,0.0,0.3714
3,48003,0.0,0.4709
3,48005,0.0,0.2734999999999999
3,48007,0.0,0.263
3,48009,0.0,0.56785
3,48011,0.0,0.2939833333333333
3,48013,0.0,0.3362
3,48015,0.0,0.264
3,48017,0.0,0.4555
3,48019,0.0,0.4743333333333333
3,48021,0.0,0.3516666666666666
3,48023,0.0,0.5017
3,48025,0.0,0.331225
3,48027,0.0,0.581
3,48029,0.0,0.29275
3,48031,0.0,0.4330666666666666
3,48033,0.0,0.3896799999999999
3,48035,0.0,0.5927333333333333
3,48037,0.0,0.3364
3,48039,0.0,0.26
3,48041,0.0,0.279
3,48043,0.0,0.2484
3,48045,0.0,0.3795666666666666
3,48047,0.0,0.2250666666666666
3,48049,0.0,0.45266
3,48051,0.0,0.31725
3,48053,0.0,0.4978
3,48055,0.0,0.347
3,48057,0.0,0.2932
3,48059,0.0,0.7454
3,48061,0.0,0.22635
3,48063,0.0,0.0
3,48065,0.0,0.7697
3,48067,0.0,0.3718333333333333
3,48069,0.0,0.56175
3,48071,0.0,0.32235
3,48073,0.0,0.292825
3,48075,0.0,0.36385
3,48077,0.0,0.6703000000000001
3,48079,0.0,0.47375
3,48081,0.0,0.4071399999999999
3,48083,0.0,0.46574
3,48085,0.0,0.0
3,48087,0.0,0.37765
3,48089,0.0,0.293
3,48091,0.0,0.0
3,48093,0.0,0.5289
3,48095,0.0,0.44938
3,48097,0.0,0.648
3,48099,0.0,0.5908666666666668
3,48101,0.0,0.4364333333333333
3,48103,0.0,0.3739
3,48105,0.0,0.41615
3,48107,0.0,0.45572
3,48109,0.0,0.2326875
3,48111,0.0,0.4935
3,48113,0.0,0.0
3,48115,0.0,0.398
3,48117,0.0,0.5410333333333334
3,48119,0.0,0.37795
3,48121,0.0,0.5838
3,48123,0.0,0.3587
3,48125,0.0,0.452875
3,48127,0.0,0.3799
3,48129,0.0,0.3509333333333333
3,48131,0.0,0.362125
3,48133,0.0,0.5692333333333334
3,48135,0.0,0.5409999999999999
3,48137,0.0,0.5697666666666666
3,48139,0.0,0.5068333333333334
3,48141,0.0,0.2837
3,48143,0.0,0.5894333333333334
3,48145,0.0,0.4276333333333333
3,48147,0.0,0.492475
3,48149,0.0,0.3648
3,48151,0.0,0.41765
3,48153,0.0,0.5644666666666667
3,48155,0.0,0.48025
3,48157,0.0,0.2452
3,48159,0.0,0.365
3,48161,0.0,0.4227
3,48163,0.0,0.2869666666666666
3,48165,0.0,0.48795
3,48167,0.0,0.0
3,48169,0.0,0.32604
3,48171,0.0,0.6050500000000001
3,48173,0.0,0.5708333333333333
3,48175,0.0,0.2967499999999999
3,48177,0.0,0.30225
3,48179,0.0,0.7031
3,48181,0.0,0.6414
3,48183,0.0,0.0
3,48185,0.0,0.3009
3,48187,0.0,0.276
3,48189,0.0,0.5971
3,48191,0.0,0.301275
3,48193,0.0,0.6048
3,48195,0.0,0.6254
3,48197,0.0,0.5382333333333333
3,48199,0.0,0.3015
3,48201,0.0,0.219
3,48203,0.0,0.293
3,48205,0.0,0.3686833333333333
3,48207,0.0,0.5646666666666667
3,48209,0.0,0.0
3,48211,0.0,0.5248
3,48213,0.0,0.4274
3,48215,0.0,0.23495
3,48217,0.0,0.5972999999999999
3,48219,0.0,0.49315
3,48221,0.0,0.6088
3,48223,0.0,0.4479999999999999
3,48225,0.0,0.2611333333333333
3,48227,0.0,0.4695249999999999
3,48229,0.0,0.2054375
3,48231,0.0,0.495
3,48233,0.0,0.45745
3,48235,0.0,0.5097333333333333
3,48237,0.0,0.6568
3,48239,0.0,0.29135
3,48241,0.0,0.2689
3,48243,0.0,0.2564333333333333
3,48245,0.0,0.27795
3,48247,0.0,0.32145
3,48249,0.0,0.2463333333333333
3,48251,0.0,0.396
3,48253,0.0,0.5508
3,48255,0.0,0.3748
3,48257,0.0,0.497
3,48259,0.0,0.4944999999999999
3,48261,0.0,0.213575
3,48263,0.0,0.381
3,48265,0.0,0.6046499999999999
3,48267,0.0,0.43926
3,48269,0.0,0.4984333333333333
3,48271,0.0,0.394075
3,48273,0.0,0.2361666666666666
3,48275,0.0,0.5323
3,48277,0.0,0.4442
3,48279,0.0,0.5512333333333334
3,48281,0.0,0.5461750000000001
3,48283,0.0,0.3480666666666667
3,48285,0.0,0.32575
3,48287,0.0,0.336
3,48289,0.0,0.366575
3,48291,0.0,0.24695
3,48293,0.0,0.5265666666666666
3,48295,0.0,0.0
3,48297,0.0,0.3687666666666667
3,48299,0.0,0.35482
3,48301,0.0,0.1807
3,48303,0.0,0.0
3,48305,0.0,0.48445
3,48307,0.0,0.48562
3,48309,0.0,0.543575
3,48311,0.0,0.4244249999999999
