exp_name,location,asset_type,asset_name,capacity
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,solar,solar,128.88158737661524
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,wind,wind,213.50440675619797
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,geothermal,geothermal,0.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,storage,lithium_ion,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,smr,smr,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,gas_turbine,gas,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48371,diesel,diesel,10.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,solar,solar,105.59954616812001
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,wind,wind,180.68868415003962
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,geothermal,geothermal,0.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,storage,lithium_ion,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,smr,smr,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,gas_turbine,gas,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48375,diesel,diesel,10.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,solar,solar,128.88216519965317
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,wind,wind,203.93326793287505
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,geothermal,geothermal,0.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,storage,lithium_ion,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,smr,smr,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,gas_turbine,gas,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48383,diesel,diesel,10.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,solar,solar,129.34563430595563
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,wind,wind,208.48971123635778
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,geothermal,geothermal,0.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,storage,lithium_ion,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,smr,smr,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,gas_turbine,gas,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48421,diesel,diesel,10.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,solar,solar,101.5185580537227
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,wind,wind,235.96786175293312
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,geothermal,geothermal,0.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,storage,lithium_ion,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,smr,smr,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,gas_turbine,gas,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48441,diesel,diesel,10.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,solar,solar,138.73671751249958
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,wind,wind,209.5783149646888
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,geothermal,geothermal,0.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,storage,lithium_ion,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,smr,smr,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,gas_turbine,gas,100.0
all_gen_1GW___002__ren_penetration=0__site_gen_penetration=0.2,48461,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,solar,solar,431.24514908381275
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,wind,wind,235.15274960233285
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,geothermal,geothermal,83.99698056103588
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48137,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,solar,solar,473.85832879998
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,wind,wind,215.03217412068383
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,geothermal,geothermal,97.86963285946155
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48139,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,solar,solar,458.376665875496
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,wind,wind,133.33776522076337
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,geothermal,geothermal,121.20254119485419
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48141,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,solar,solar,420.01411876604516
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,wind,wind,232.7908779937888
