,hourly_cf_solar
122,0.0
376,0.0
630,0.0
884,0.0
1138,0.0
1392,0.0
1646,0.0
1900,0.0
2154,1.950824444936257
2408,4.904658141073887
2662,5.810601980868676
2916,5.653584403593318
3170,5.286258434937029
3424,5.291016543339312
3678,5.430904930366449
3932,5.152079777992633
4186,4.3279754027171204
4440,3.827422398796891
4694,1.2142692642627628
4948,0.0
5202,0.0
5456,0.0
5710,0.0
5964,0.0
6218,0.0
6472,0.0
6726,0.0
6980,0.0
7234,0.0
7488,0.0
7742,0.0
7996,0.06423446343082798
8250,1.7233868633071023
8504,4.634873394664409
8758,5.121627884218018
9012,5.407114388355031
9266,5.52892196345349
9520,5.3619123585333375
9774,5.713060758621863
10028,5.163975048998341
10282,5.1025954506088835
10536,4.228055126269166
10790,2.832977742719628
11044,0.820773699393913
11298,0.0
11552,0.0
11806,0.0
12060,0.0
12314,0.0
12568,0.0
12822,0.0
13076,0.0
13330,0.0
13584,0.0
13838,0.0
14092,0.5738278733153966
14346,3.5200485960093735
14600,5.763972518526297
14854,6.478640400549287
15108,6.658496898155605
15362,6.632803112783275
15616,6.5633347301099345
15870,6.54715716154217
16124,6.6894246027704485
16378,6.6294724369016755
16632,6.282606334375203
16886,5.280548704854287
17140,2.73400908795213
17394,0.04948432738374896
17648,0.0
17902,0.0
18156,0.0
18410,0.0
18664,0.0
18918,0.0
19172,0.0
19426,0.0
19680,0.0
19934,0.0
20188,0.0
20442,1.8195006530332312
20696,4.1719094471222204
20950,4.384596892704295
21204,4.464533113862659
21458,4.5944294732449995
21712,4.374129054219272
21966,4.613461906854134
22220,4.891335437547494
22474,3.9097376741563963
22728,0.7137162603425331
22982,0.0
23236,0.0
23490,0.0
23744,0.0
23998,0.0
24252,0.0
