,hourly_cf_wind
205,39.79483361795589
459,41.81076137080442
713,36.640511363126954
967,41.69182463179154
1221,36.664498604608546
1475,31.413291656930717
1729,29.00257388803104
1983,24.66288211665359
2237,22.178203686519016
2491,15.763615526984132
2745,13.394875430677235
2999,12.173525051906337
3253,12.257480397091896
3507,12.023604792646399
3761,10.33850107856479
4015,10.378479814367438
4269,9.816778576340232
4523,10.940181052394635
4777,13.57278080499902
5031,18.959915454405845
5285,30.022031650998567
5539,41.58987885549478
5793,46.29337712267633
6047,48.348284142932435
6301,50.198300142199976
6555,51.64752931504598
6809,50.05337722491537
7063,44.16450944118531
7317,45.07202674390544
7571,40.90724194166456
7825,38.060755952516026
8079,37.40210628016739
8333,30.044019955690022
8587,22.68793256800278
8841,21.11576878256364
9095,19.003892063788758
9349,13.247953576602502
9603,12.635279450426921
9857,10.971164572641696
10111,10.308517026712805
10365,10.99715075091341
10619,13.6827223284563
10873,17.87649171415408
11127,23.736374914427223
11381,31.20540223075695
11635,46.105477064403885
11889,50.26926239824968
12143,50.535120991337294
12397,47.88253187083159
12651,53.7104320824626
12905,58.4808947321136
13159,56.290060010128485
13413,48.92297847009551
13667,41.9946635554966
13921,35.64304190485088
14175,25.483445669002947
14429,17.43572615192988
14683,11.25401412844543
14937,10.147602615107138
15191,7.1831793553407834
15445,5.340159634838716
15699,3.051377010137114
15953,3.8169698007578243
16207,5.341159103233782
16461,7.692908236824555
16715,11.558851988940614
16969,14.077512344507452
17223,19.45964965193894
17477,27.148560015183236
17731,40.17663054487117
17985,53.934313002957445
18239,52.80191531134743
18493,55.858289663459885
18747,54.878810636295
19001,47.07296247082796
19255,45.84561528168667
19509,42.16157477747266
19763,43.343945888835975
20017,37.00331839053598
20271,41.63685387006289
20525,42.734270167845594
20779,30.923552143348278
21033,29.691207612231654
21287,23.873302084551288
21541,23.354577987511934
21795,29.228453745315992
22049,32.67062289792399
22303,34.35472714361055
22557,35.561085496455455
22811,32.09492910236587
23065,38.16170226041771
23319,44.55330264686607
23573,50.981883363931885
23827,48.768060868860246
24081,52.367146559493634
24335,52.87787490937246
