,hourly_cf_solar
205,0.0
459,0.0
713,0.0
967,0.0
1221,0.0
1475,0.0
1729,0.0
1983,0.0
2237,0.8024675910214619
2491,4.135646300426334
2745,5.80416234802438
2999,5.743471521812673
3253,5.520938492369747
3507,5.551765578699503
3761,5.654843648614624
4015,5.8128324660546244
4269,5.359096289138527
4523,4.628879681702431
4777,2.342858561061459
5031,0.004816732239024382
5285,0.0
5539,0.0
5793,0.0
6047,0.0
6301,0.0
6555,0.0
6809,0.0
7063,0.0
7317,0.0
7571,0.0
7825,0.0
8079,0.0
8333,1.5615845918917044
8587,3.7686113038126763
8841,4.696795606272675
9095,5.252646506656088
9349,5.876413331609745
9603,6.11821329000877
9857,6.197689371952673
10111,6.341227992675599
10365,6.507886928145842
10619,5.988643192779014
10873,4.24932118126731
11127,1.807237936081948
11381,0.0014450196717073144
11635,0.0
11889,0.0
12143,0.0
12397,0.0
12651,0.0
12905,0.0
13159,0.0
13413,0.0
13667,0.0
13921,0.0
14175,0.09633464478048763
14429,2.9555469018653606
14683,5.903387032148283
14937,6.786294051561452
15191,7.047360938916573
15445,7.0184605454824265
15699,6.9539163334795
15953,6.83157133460828
16207,6.880220330222426
16461,6.770880508396573
16715,6.544012419938525
16969,6.088349550126819
17223,4.187667008607797
17477,0.9108440663995105
17731,0.0
17985,0.0
18239,0.0
18493,0.0
18747,0.0
19001,0.0
19255,0.0
19509,0.0
19763,0.0
20017,0.0
20271,0.0
20525,0.8438914882770716
20779,4.144316418456579
21033,5.819094217965355
21287,5.6683304988838925
21541,5.361504655258039
21795,5.2945520771356005
22049,5.570550834431698
22303,5.835471107578038
22557,5.261798297910235
22811,1.8717821480848746
23065,0.0
23319,0.0
23573,0.0
23827,0.0
24081,0.0
24335,0.0
