,hourly_cf_solar
230,0.0
484,0.0
738,0.0
992,0.0
1246,0.0
1500,0.0
1754,0.0
2008,0.0
2262,0.24806010803262285
2516,2.9391810426535994
2770,4.751418389764333
3024,4.6373254617374595
3278,4.501886114918461
3532,4.528385117556961
3786,4.57107795514121
4040,4.692531717234334
4294,4.535009868216585
4548,4.372335435352461
4802,2.635914679124102
5056,0.11335684462024902
5310,0.0
5564,0.0
5818,0.0
6072,0.0
6326,0.0
6580,0.0
6834,0.0
7088,0.0
7342,0.0
7596,0.0
7850,0.0
8104,0.0
8358,1.1442416555985517
8612,3.4150589650366574
8866,4.855574191801771
9120,5.207422060168517
9374,5.277718025501205
9628,5.404692413144016
9882,5.406164579957266
10136,5.4050604548473276
10390,5.213678769124829
10644,5.009415623786394
10898,4.350989016560336
11152,2.2340131391068554
11406,0.16782701671049854
11660,0.0
11914,0.0
12168,0.0
12422,0.0
12676,0.0
12930,0.0
13184,0.0
13438,0.0
13692,0.0
13946,0.0
14200,0.0029443336264999747
14454,1.8729642281572962
14708,4.489372697005836
14962,5.359055241933267
15216,5.484557462762827
15470,5.482717254246265
15724,5.454378043091203
15978,5.433031624299078
16232,5.43928833325539
16486,5.428615123859328
16740,5.367888242812765
16994,4.996166122467144
17248,3.755129498897405
17502,1.223738663514052
17756,0.0
18010,0.0
18264,0.0
18518,0.0
18772,0.0
19026,0.0
19280,0.0
19534,0.0
19788,0.0
20042,0.0
20296,0.0
20550,0.172611558853561
20804,3.024934759525411
21058,4.410611772496961
21312,4.4639778194772735
21566,4.190890875619401
21820,4.113234076220464
22074,4.286949760183963
22328,4.522496450303961
22582,4.3322188896914
22836,2.0555129130002947
23090,0.008464959176187427
23344,0.0
23598,0.0
23852,0.0
24106,0.0
24360,0.0
