,hourly_cf_solar
230,0.0
484,0.0
738,0.0
992,0.0
1246,0.0
1500,0.0
1754,0.0
2008,0.0
2262,0.9869252292281239
2516,11.69374611367329
2770,18.903864553909614
3024,18.4499375196949
3278,17.911082201659365
3532,18.01651041605762
3786,18.186366983699255
4040,18.669579633024597
4294,18.042867469657185
4548,17.39565537571233
4802,10.487178771115463
5056,0.45099847270365306
5310,0.0
5564,0.0
5818,0.0
6072,0.0
6326,0.0
6580,0.0
6834,0.0
7088,0.0
7342,0.0
7596,0.0
7850,0.0
8104,0.0
8358,4.552448868946937
8612,13.587061130575313
8866,19.318256007724983
9120,20.718108410012942
9374,20.997786034319432
9628,21.502962894977745
9882,21.50882001799987
10136,21.504427175733273
10390,20.743001182856975
10644,19.930325363537083
10898,17.31072709189151
11152,8.88818418607524
11406,0.6677120245222915
11660,0.0
11914,0.0
12168,0.0
12422,0.0
12676,0.0
12930,0.0
13184,0.0
13438,0.0
13692,0.0
13946,0.0
14200,0.01171424604425073
14454,7.451724764898995
14708,17.861296655971298
14962,21.32139208129186
15216,21.820711818928043
15470,21.813390415150387
15724,21.700640796974476
15978,21.615712513153657
16232,21.64060528599769
16486,21.598141144087283
16740,21.35653481942461
16994,19.877611256337953
17248,14.940056548686274
17502,4.868733512141709
17756,0.0
18010,0.0
18264,0.0
18518,0.0
18772,0.0
19026,0.0
19280,0.0
19534,0.0
19788,0.0
20042,0.0
20296,0.0
20550,0.6867476743441989
20804,12.034923529712092
21058,17.54794057428759
21312,17.760261283839633
21566,16.67376496323538
21820,16.364801723818267
22074,17.05594224042906
22328,17.99308192396912
22582,17.236048773359418
22836,8.17800801964254
23090,0.03367845737722085
23344,0.0
23598,0.0
23852,0.0
24106,0.0
24360,0.0
