,hourly_cf_solar
230,0.0
484,0.0
738,0.0
992,0.0
1246,0.0
1500,0.0
1754,0.0
2008,0.0
2262,1.937569477805315
2516,22.957611053046357
2770,37.112792223244234
3024,36.22162525274031
3278,35.16372381678726
3532,35.3707045325172
3786,35.704173463415444
4040,36.65283507717769
4294,35.42244971144969
4548,34.15181809544086
4802,20.588831750803656
5056,0.8854175061780964
5310,0.0
5564,0.0
5818,0.0
6072,0.0
6326,0.0
6580,0.0
6834,0.0
7088,0.0
7342,0.0
7596,0.0
7850,0.0
8104,0.0
8358,8.93754229450552
8612,26.674639739696612
8866,37.92634142534944
9120,40.67458537309703
9374,41.223659216213974
9628,42.21544181241996
9882,42.22694074107162
10136,42.21831654458287
10390,40.7234558198666
10644,39.12797946944828
10898,33.985083629991735
11152,17.4496242288995
11406,1.3108778662896494
11660,0.0
11914,0.0
12168,0.0
12422,0.0
12676,0.0
12930,0.0
13184,0.0
13438,0.0
13692,0.0
13946,0.0
14200,0.022997857303327183
14454,14.629511977079003
14708,35.065982923248114
14962,41.85897502421839
15216,42.839258691772706
15470,42.82488503095813
15724,42.6035306544136
15978,42.43679618896448
16232,42.48566663573405
16486,42.40229940300949
16740,41.92796859612836
16994,39.02448911158331
17248,29.3308922582309
17502,9.55848444169536
17756,0.0
18010,0.0
18264,0.0
18518,0.0
18772,0.0
19026,0.0
19280,0.0
19534,0.0
19788,0.0
20042,0.0
20296,0.0
20550,1.3482493844075558
20804,23.62742364700576
21058,34.450790240384116
21312,34.86762640400692
21566,32.73457513912333
21820,32.12800665274807
22074,33.484880233644375
22328,35.324708817910555
22582,33.83847228968303
22836,16.05537912988529
23090,0.06611883974706564
23344,0.0
23598,0.0
23852,0.0
24106,0.0
24360,0.0
