,hourly_cf_wind
167,32.87407475315063
421,38.144027801980855
675,38.374476128546604
929,34.5479299634756
1183,30.61512918076648
1437,30.508874563128376
1691,28.04983912636079
1945,23.100029860544076
2199,22.484581036302586
2453,20.511280994452044
2707,15.840217608672965
2961,13.607490708173547
3215,13.310805736846364
3469,11.6355705964222
3723,11.265749329837623
3977,8.679760323943981
4231,8.39549472350957
4485,7.146657983737019
4739,9.059241101222927
4993,10.341196163376186
5247,19.041655438808107
5501,25.27755955707566
5755,35.39796690458045
6009,35.036425218591056
6263,54.6065938853913
6517,52.10547058059822
6771,52.92859888476875
7025,48.185089168781865
7279,42.2831281345198
7533,35.28481263644636
7787,33.32876172083578
8041,29.38354156723389
8295,27.70554656661133
8549,20.97079771748437
8803,19.293492681911406
9057,13.475017418650706
9311,13.74410378799396
9565,11.372003947475724
9819,10.530246586966058
10073,10.44469092081589
10327,12.34899445770662
10581,13.34806384952466
10835,14.800440278928644
11089,20.666523130611612
11343,31.53761245207913
11597,41.260599931015435
11851,54.6107336756889
12105,57.609321781242194
12359,43.935594428307226
12613,40.903888000373215
12867,34.58863790140189
13121,30.66963641968473
13375,31.59832937644376
13629,29.789930981447164
13883,30.295675362802566
14137,23.10692951104006
14391,23.182825666495845
14645,20.625125227635728
14899,16.68473482938103
15153,11.102917578132471
15407,8.917798266055321
15661,6.182086844398889
15915,6.30697051837614
16169,6.269022440648248
16423,8.248532167945168
16677,8.776355430887707
16931,11.845319971500018
17185,13.664757807290183
17439,17.61066792594167
17693,24.986394306145257
17947,35.42970529686197
18201,40.78521401184234
18455,49.46152451053834
18709,47.47856495799342
18963,42.03474071666449
19217,42.45078964157214
19471,43.55818354617707
19725,41.66077965978232
19979,42.1030472565747
20233,38.582155608475645
20487,39.85790098518251
20741,33.36532986846448
20995,25.055390811105063
21249,23.254582031654056
21503,23.858991415101983
21757,25.804002889918998
22011,26.73752560202521
22265,27.18186309396638
22519,26.616091753295954
22773,27.51304631777347
23027,26.881038332341614
23281,36.45499336056472
23535,44.90223546279415
23789,48.846765651346445
24043,51.19126688988075
24297,48.26443514948565
