,hourly_cf_solar
176,0.0
430,0.0
684,0.0
938,0.0
1192,0.0
1446,0.0
1700,0.0
1954,0.0
2208,2.7074460476859086
2462,18.50259968460446
2716,25.76507110878555
2970,25.356789069606716
3224,24.34433209366324
3478,25.1547100805182
3732,25.71764440726477
3986,26.48678178410167
4240,26.160980964958963
4494,24.746428041339364
4748,12.986668094688381
5002,0.2371335076038686
5256,0.0
5510,0.0
5764,0.0
6018,0.0
6272,0.0
6526,0.0
6780,0.0
7034,0.0
7288,0.0
7542,0.0
7796,0.0
8050,0.0
8304,7.318146247705475
8558,20.50998637723373
8812,27.063119309104117
9066,29.143708084515453
9320,29.26124382306693
9574,29.225158289301127
9828,29.133397932010936
10082,29.728293731521507
10336,29.587044642209637
10590,26.380587213305155
10844,21.868864477328945
11098,10.34108296202957
11352,0.3649793986598632
11606,0.0
11860,0.0
12114,0.0
12368,0.0
12622,0.0
12876,0.0
13130,0.0
13384,0.0
13638,0.0
13892,0.0
14146,0.2082650805912237
14400,12.050506247278332
14654,25.198012721037166
14908,29.449919613899574
15162,30.336592729287954
15416,30.474748772848468
15670,30.357213034296986
15924,30.23039815849144
16178,30.054094550664217
16432,30.08914906917957
16686,29.456105705402287
16940,27.068274385356375
17194,19.935710882732185
17448,5.936585812100327
17702,0.0
17956,0.0
18210,0.0
18464,0.0
18718,0.0
18972,0.0
19226,0.0
19480,0.0
19734,0.0
19988,0.0
20242,0.0
20496,2.0352241043914634
20750,17.146814630260597
21004,23.602001113338087
21258,24.174214577338727
21512,22.615319518655905
21766,22.25858824199965
22020,23.503023649294732
22274,24.919638603415233
22528,23.014322420580676
22782,9.124484966496683
23036,0.0
23290,0.0
23544,0.0
23798,0.0
24052,0.0
24306,0.0
