,hourly_cf_wind
167,18.718884457681188
421,21.719657649297886
675,21.850877634372505
929,19.671997283402863
1183,17.43261430458443
1437,17.372111676735653
1691,15.971908003663925
1945,13.153428444007181
2199,12.802984651532443
2453,11.679364420055125
2707,9.019606039949727
2961,7.748265106711759
3215,7.579329197783349
3469,6.625430623648062
3723,6.414850048797767
3977,4.94235752167295
4231,4.780493348467128
4485,4.069391034140571
4739,5.158438335418586
4993,5.8883986116720335
5247,10.84254235954929
5501,14.393339440700338
5755,20.15601830619309
6009,19.95015222182452
6263,31.09363622379046
6517,29.669467224103308
6771,30.13816615282794
7025,27.437155981007457
7279,24.07651001595258
7533,20.091586936276205
7787,18.97778855996915
8041,16.731333845428132
8295,15.775863774465602
8549,11.941018641790752
8803,10.98594144503503
9057,7.672833259004187
9311,7.8260541996601845
9565,6.475352676646543
9819,5.996046144338041
10073,5.947329742693567
10327,7.031662553489858
10581,7.600544404951102
10835,8.427544610286681
11089,11.76776111658743
11343,17.957887119089737
11597,23.49427044145979
11851,31.095993469031328
12105,32.803424771828674
12359,25.017443741263126
12613,23.29115447653889
12867,19.695176861604665
13121,17.463651366922438
13375,17.992460049289036
13629,16.96273675323937
13883,17.250713546831285
14137,13.157357186075286
14391,13.200573348824411
14645,11.744188664178816
14899,9.500484069085473
15153,6.3221317359905465
15407,5.077899123022486
15661,3.520152893019841
15915,3.5912631244524946
16169,3.5696550430779324
16423,4.696811142416539
16677,4.997359910626381
16931,6.744864382518377
17185,7.780873665877007
17439,10.027721254624833
17693,14.227546525426408
17947,20.174090519706365
18201,23.223580112967525
18455,28.163973263606426
18709,27.034852793233764
18963,23.935075301500888
19217,24.171978448207472
19471,24.80254155013792
19725,23.72213748140973
19979,23.973969847975102
20233,21.969132770622398
20487,22.69555717901455
20741,18.998610892930092
20995,14.266833946107432
21249,13.241432266332684
21503,13.585590071498462
21757,14.693102460496556
22011,15.224661262310825
22265,15.477672251496625
22519,15.155515401912222
22773,15.666251870765548
23027,15.306379097327355
23281,20.75790159102639
23535,25.567860505004287
23789,27.813922345338497
24043,29.14890890007972
24297,27.48233651479064
