,hourly_cf_solar
168,0.0
422,0.0
676,0.0
930,0.0
1184,0.0
1438,0.0
1692,0.0
1946,0.0
2200,3.266775009543673
2454,14.156958939300324
2708,17.373303459845896
2962,16.522989381461244
3216,16.216203906722797
3470,16.165773417724694
3724,16.548204625960295
3978,17.210805217518683
4232,14.913416274271846
4486,14.149954704717256
4740,5.679033399952852
4994,0.0
5248,0.0
5502,0.0
5756,0.0
6010,0.0
6264,0.0
6518,0.0
6772,0.0
7026,0.0
7280,0.0
7534,0.0
7788,0.0
8042,0.00840508149968355
8296,5.075268378892247
8550,12.529875245653251
8804,16.74292234736963
9058,18.43584584609756
9312,18.531103436427305
9566,17.825777013912194
9820,18.122756560234347
10074,17.944849001824377
10328,18.934547348412114
10582,16.375900455216783
10836,12.150245731250877
11090,5.620197829455067
11344,0.0
11598,0.0
11852,0.0
12106,0.0
12360,0.0
12614,0.0
12868,0.0
13122,0.0
13376,0.0
13630,0.0
13884,0.0
14138,0.846111537634808
14392,9.05297319861749
14646,16.836078667324454
14900,19.033307056033397
15154,19.65948562775982
15408,19.71832119825761
15662,19.807274977462594
15916,19.62796657213601
16170,19.48508018664139
16424,19.327484908522326
16678,18.75804063691876
16932,16.707200750995977
17186,11.145838492038694
17440,2.3085957185797485
17694,0.0
17948,0.0
18202,0.0
18456,0.0
18710,0.0
18964,0.0
19218,0.0
19472,0.0
19726,0.0
19980,0.0
20234,0.0
20488,1.9688903413008716
20742,9.445210335269389
20996,15.125644582138854
21250,14.704690083696372
21504,14.06170134897058
21758,14.232604672797478
22012,14.843373928441148
22266,15.768633316864644
22520,12.109621170669072
22774,2.6426977081921663
23028,0.0
23282,0.0
23536,0.0
23790,0.0
24044,0.0
24298,0.0
