,hourly_cf_wind
168,83.72104265070317
422,77.68851138201214
676,78.51422017080237
930,81.84425514488818
1184,73.95242196826244
1438,65.37282194167966
1692,60.371940947924216
1946,51.582513746778254
2200,43.83833673003031
2454,37.93209033491898
2708,25.288060223279317
2962,23.57447163101346
3216,16.21109207921347
3470,14.439218160680069
3724,15.884694252115212
3978,19.692668901594892
4232,18.721246797135795
4486,20.765118904917742
4740,29.24369103263678
4994,41.57298038243168
5248,62.14381486645761
5502,81.15648829493114
5756,80.12289517578667
6010,73.35014026349778
6264,56.08214093463281
6518,73.0412280342798
6772,67.44000817996861
7026,68.71257113681006
7280,69.42559496148303
7534,63.880717589230485
7788,60.125199733391604
8042,56.966135049690585
8296,50.12926627850744
8550,40.32956008872403
8804,26.96862046399355
9058,28.507353077456766
9312,20.967174702645227
9566,19.214729226201
9820,21.62774173367742
10074,24.51286538392095
10328,25.338574172711184
10582,22.010482042834305
10836,20.774833125962328
11090,32.52321205729069
11344,39.13665374444825
11598,50.820918816882326
11852,53.06684672239177
12106,56.15596901457171
12360,61.06942201892585
12614,61.44439095124706
12868,62.289528182126475
13122,55.67608649496892
13376,53.10764645077905
13630,54.80374944516464
13884,52.614164021713826
14138,33.09052256629481
14392,22.24750903632233
14646,15.245498507381129
14900,13.07145583760166
15154,15.008471513893111
15408,11.332610270619865
15662,10.670100395378762
15916,8.769998759056747
16170,9.23822421340605
16424,10.829413620510046
16678,13.366768157357223
16932,15.946865266800604
17186,21.590827693707972
17440,30.19568469500669
17694,49.17338692771969
17948,60.87708044224294
18202,62.386670392572384
18456,79.33410042696588
18710,81.76265568811361
18964,81.91614038061815
19218,72.99459977326576
19472,75.4542405417562
19726,69.18273943536826
19980,73.84750838098086
20234,75.11035711677769
20488,71.20135456843427
20742,57.97447119411915
20996,48.00185186974201
21250,42.44143174381812
21504,44.41147577166117
21758,45.00404325538123
22012,44.34347622434903
22266,45.163356480512505
22520,47.77259625308966
22774,46.58357559723172
23028,50.55863484867836
23282,63.04140889097781
23536,72.33791843065141
23790,73.20442694782894
24044,76.24692097899484
24298,78.96690287148033
