,hourly_cf_solar
178,0.0
432,0.0
686,0.0
940,0.0
1194,0.0
1448,0.0
1702,0.0
1956,0.0
2210,2.5287866831897463
2464,20.394767396131936
2718,31.95934064242651
2972,32.026158176738434
3226,30.612710335524653
3480,30.237504181311543
3734,30.67438805950489
3988,32.06727665939193
4242,32.75601124383791
4496,30.360859629272017
4750,15.1264618061533
5004,0.23129146492589142
5258,0.0
5512,0.0
5766,0.0
6020,0.0
6274,0.0
6528,0.0
6782,0.0
7036,0.0
7290,0.0
7544,0.0
7798,0.0
8052,0.0
8306,6.581527129724533
8560,22.224539874212322
8814,29.74408238946964
9068,34.444438937796924
9322,35.120323996413696
9576,35.557207874607045
9830,36.217673502228756
10084,37.22250642207346
10338,36.78819244904595
10592,36.574890320280964
10846,31.463348945418762
11100,17.804302988961954
11354,0.9020367132109766
11608,0.0
11862,0.0
12116,0.0
12370,0.0
12624,0.0
12878,0.0
13132,0.0
13386,0.0
13640,0.0
13894,0.0
14148,0.24414099075510762
14402,11.585132487621317
14656,29.314908226773813
14910,36.451534872320494
15164,37.787885558558976
15418,37.40239978368249
15672,37.422959025009234
15926,36.97322562098667
16180,37.284184146053704
16434,37.63112134344254
16688,37.3972599733508
16942,34.4315894119677
17196,25.629664218954613
17450,8.074642031079454
17704,0.0
17958,0.0
18212,0.0
18466,0.0
18720,0.0
18974,0.0
19228,0.0
19482,0.0
19736,0.0
19990,0.0
20244,0.0
20498,0.42403435236413434
20752,16.192972449978242
21006,22.761650053873556
21260,24.522035092476173
21514,24.73790712640701
21768,25.293006642229148
22022,27.076520827324355
22276,28.559356108015905
22530,24.15196874859475
22784,6.40420367328135
23038,0.0
23292,0.0
23546,0.0
23800,0.0
24054,0.0
24308,0.0
