,hourly_cf_wind
215,51.79458717572935
469,58.071676998678605
723,55.89780961629387
977,53.3877377881273
1231,53.124122938593814
1485,50.43830787740493
1739,46.12877816329248
1993,40.883224708082885
2247,40.138226220270894
2501,36.47054135719645
2755,28.95178738789385
3009,19.07960229811848
3263,17.643092393414328
3517,13.604818538966736
3771,12.072796007620026
4025,12.745204899183674
4279,10.961029033500585
4533,10.131979434243126
4787,13.348844699564669
5041,12.982076213257224
5295,23.866695145443767
5549,26.197203235522313
5803,38.594742173727056
6057,45.483112807188746
6311,76.06243535307188
6565,75.13978337970472
6819,70.66024119016848
7073,65.0498295011843
7327,62.12523287338902
7581,61.2044911525547
7835,57.555908814808774
8089,51.425908436889046
8343,37.23655262286981
8597,31.76558936878376
8851,31.591756388294304
9105,21.345161802080092
9359,20.21429230263213
9613,18.015591637320316
9867,14.947726069561181
10121,15.453942990766773
10375,16.62301754087174
10629,17.816925373903786
10883,19.492216845214354
11137,24.745411310555344
11391,38.22415318235392
11645,50.388641311550806
11899,72.84174958268463
12153,77.34421480261507
12407,55.93792491948375
12661,55.590258958504805
12915,52.7248801592279
13169,54.73255557125459
13423,55.397323452686834
13677,50.51471797871899
13931,54.91020905680976
14185,49.122143882270414
14439,49.58824550028612
14693,35.76947867764004
14947,31.52298729711166
15201,17.6755666864728
15455,13.153998941213839
15709,9.686890594088784
15963,11.595232874407202
16217,10.221761303287131
16471,11.8970527745977
16725,13.425254800878724
16979,17.751976787786848
17233,20.72241947637057
17487,23.41205504262516
17741,37.27666792605967
17995,49.35137418621257
18249,61.61137494205202
18503,80.6680542097763
18757,81.68048805218747
19011,73.20278731139352
19265,70.87036896878213
19519,76.94497202324916
19773,69.43958982167652
20027,67.61720890533641
20281,74.1999391335419
20535,77.61738091481281
20789,68.02600294736658
21043,47.565288067996626
21297,41.48877476099675
21551,43.18125850510296
21805,36.55650272117476
22059,35.83060675869127
22313,39.28625359061922
22567,37.56893656358593
22821,36.75707923712414
23075,41.20987789120045
23329,50.3810003014194
23583,70.7576640693439
23837,78.49418682739154
24091,73.3727997868173
24345,81.08066875687217
