,hourly_cf_wind
187,25.092472444819606
441,23.721471406990737
695,21.97130524095619
949,16.939295955343358
1203,17.23286737143924
1457,15.998515944171634
1711,16.25004132624867
1965,14.101939481107172
2219,13.121365902024754
2473,9.874060596104805
2727,6.357961001278646
2981,6.140973432859948
3235,5.952517101811184
3489,5.328583989852922
3743,5.750545974113505
3997,5.413426879926668
4251,6.236327831438407
4505,7.428633224687167
4759,8.21324225236031
5013,10.66017126785005
5267,16.359661343512098
5521,20.970459466900405
5775,22.462342852533457
6029,26.18041357505729
6283,29.560989792376272
6537,24.940055571501276
6791,24.11565297591744
7045,21.008751390738997
7299,19.342301881724122
7553,18.47022208685105
7807,14.357969795400512
8061,12.285700975900152
8315,12.584152735230367
8569,10.035862744873764
8823,7.945574196508177
9077,7.226662096989484
9331,6.791936138116039
9585,8.143791214025605
9839,9.010615254646318
10093,10.8144651962585
10347,11.864865224693645
10601,14.033990086844566
10855,15.207524929192056
11109,14.45933077026738
11363,21.623299227246623
11617,27.260846484934472
11871,31.475210573287928
12125,32.745601458285975
12379,17.318461083549035
12633,18.877918452426666
12887,15.991758545847178
13141,13.360502720506954
13395,10.912447471963132
13649,12.712167892377039
13903,9.960780541268678
14157,9.272652145228069
14411,6.794564015242216
14665,4.736936225444845
14919,4.28081183854395
15173,3.9076532866266764
15427,3.7473527819298202
15681,3.9031483544103667
15935,4.081093176954424
16189,4.103993249053974
16443,3.939563223158836
16697,3.89901883321209
16951,4.925767967511637
17205,9.473872450889699
17459,12.844687981740012
17713,17.227611617186884
17967,20.538736796171158
18221,17.564355300355693
18475,20.076605832981855
18729,19.30476077992158
18983,18.25586239555853
19237,18.249480408252104
19491,17.70213114397103
19745,17.778714991648215
19999,16.680262352905814
20253,15.940702647395721
20507,15.57768019296513
20761,15.571673616676723
21015,13.047034520455718
21269,9.084195814179301
21523,8.446372494554101
21777,9.76143729069717
22031,13.451352186869105
22285,10.933470488972558
22539,13.653698725584812
22793,14.327561502940455
23047,14.519021122133422
23301,20.68477168218305
23555,24.959576944438602
23809,22.581348145247517
24063,21.993454491019694
24317,19.81344270934603
