,hourly_cf_wind
154,80.2552828310983
408,74.32871332097643
662,74.71230467901458
916,72.2114882928438
1170,65.6622055391535
1424,58.564935131123
1678,45.622463076796905
1932,38.12665619288261
2186,36.97754268741768
2440,28.727837636623224
2694,21.926148448206536
2948,17.744836588725768
3202,14.905264198053759
3456,16.718605163325005
3710,16.95772704885527
3964,13.22808986204281
4218,16.452914179402466
4472,17.85775525689284
4726,27.641825739839895
4980,38.113371643686484
5234,44.62944302438645
5488,66.22679887998886
5742,75.74849951631244
5996,79.11281160023142
6250,63.2145273497672
6504,67.9969650603727
6758,64.4632749742031
7012,64.4848623666468
7266,68.54827385201195
7520,64.60608387806144
7774,61.230147813595835
8028,54.89009670974455
8282,41.18210250799167
8536,30.6391521522159
8790,31.379765769899944
9044,28.425614142411348
9298,24.69929809289791
9552,25.169239020710865
9806,25.68567587071029
10060,20.263919230041214
10314,17.9690133564104
10568,21.645512346438366
10822,25.994541639520214
11076,34.5199010861343
11330,44.732398280656426
11584,61.886072430154584
11838,63.910305613914325
12092,61.44104003208435
12346,82.73285125617585
12600,82.37250785923092
12854,88.19778268173232
13108,85.19381399475826
13362,82.80757684540407
13616,70.1307957750005
13870,67.31447134542171
14124,50.91469536280374
14378,36.87624799979722
14632,22.225050805119377
14886,20.67574025512113
15140,15.219111672812245
15394,10.52800523793013
15648,8.389192817353775
15902,9.270954770246675
16156,11.987645080854511
16410,13.92552869483943
16664,18.158318182455197
16918,22.80126812650136
17172,35.48137033420395
17426,44.22758541120364
17680,56.145486608778484
17934,75.74019667306484
18188,82.8955869838284
18442,92.58500505375305
18696,90.02772933349873
18950,79.92649023849417
19204,86.61858189604283
19458,92.82910864523187
19712,91.07388758269369
19966,79.8567463552145
20220,77.40574702852919
20474,76.28320262145651
20728,52.188351516982344
20982,34.98652087664825
21236,34.15789712053985
21490,38.63146906233541
21744,33.55843183806467
21998,38.79420478998796
22252,37.854322934362024
22506,38.05525174095344
22760,45.59589397840465
23014,59.833609579353066
23268,85.67870004041687
23522,83.49837340360264
23776,89.13766453735828
24030,89.80355256581409
24284,100.90611455647671
