,hourly_cf_wind
230,62.01973454474694
484,62.00068337124277
738,54.37204918092656
992,52.42882948350031
1246,51.22316236030727
1500,48.04978117375404
1754,42.27999719820273
2008,44.20688731833967
2262,40.60893712226475
2516,37.31036250982691
2770,23.35673871612332
3024,16.824907800404844
3278,11.569505509466353
3532,10.203264209595238
3786,8.417897092632188
4040,8.59207925038468
4294,9.16633605172493
4548,10.644162796406235
4802,12.935746809337468
5056,22.32525375068278
5310,28.680180912433883
5564,45.87522579806277
5818,57.99721533915032
6072,59.82612799555149
6326,72.24613232216868
6580,78.8187871811104
6834,73.20277339169996
7088,75.91076162550824
7342,74.89288464114212
7596,67.17579857384223
7850,57.30729069867754
8104,48.010318028638245
8358,43.59316737188363
8612,33.093249174866166
8866,27.651417543208208
9120,20.5820713750504
9374,18.8375282013106
9628,16.17580710315531
9882,12.723462304576605
10136,14.582312519341503
10390,14.937480825383691
10644,17.55429558599341
10898,22.52256947626176
11152,24.435851615324314
11406,30.948631357538613
11660,49.77391237588224
11914,69.28775723659118
12168,75.29976327526707
12422,64.57259179430692
12676,61.885015532110245
12930,55.35862780882154
13184,54.900038846613796
13438,58.62454326668077
13692,54.506768193563246
13946,53.21673158770884
14200,43.398573242519504
14454,43.648960094288725
14708,33.17761865752754
14962,27.47315299113339
15216,20.232346261437982
15470,14.02846768961287
15724,12.179143061600067
15978,10.957146361117736
16232,11.462002458978475
16486,13.073187418189045
16740,16.86981413795041
16994,17.793796052903076
17248,20.816128649530313
17502,29.850467284833428
17756,40.0183507436352
18010,56.033583670112435
18264,70.07429854269229
18518,70.91118937876873
18772,65.62584952946652
19026,61.28490356672862
19280,59.52403081569951
19534,50.635297577892615
19788,46.46309058047743
20042,55.36679259746618
20296,44.68724905026647
20550,38.54188479706134
20804,35.91146205537721
21058,25.319009587053735
21312,18.34219769020194
21566,18.870187355889193
21820,23.027425574122514
22074,23.11179505678387
22328,25.55170606342621
22582,22.692669239691945
22836,24.550158656349375
23090,36.67623059175925
23344,51.1387928776459
23598,66.00279060522779
23852,69.71776943854266
24106,74.38802854328137
24360,68.74071639739977
