,hourly_cf_wind
152,10.848590903477854
406,11.01192675838271
660,10.285744376440853
914,10.692980393061744
1168,8.663422033804796
1422,8.50229342018244
1676,7.363356918413453
1930,6.693459189175299
2184,7.488066050874592
2438,6.4539735100242615
2692,4.411171703072328
2946,3.0735834858785176
3200,2.3131888640579437
3454,2.6751764343876214
3708,2.134402320175602
3962,1.579281137627346
4216,1.7746219911284222
4470,1.5130638991524048
4724,2.095775597731887
4978,2.9521852153411228
5232,4.076774648773876
5486,6.077638871358346
5740,8.217559294740191
5994,9.474583205122826
6248,15.165954852044017
6502,15.164299421082143
6756,16.166938773656877
7010,12.229220325680375
7264,11.073729514292655
7518,9.21799140603243
7772,8.290950067383253
8026,6.979848745579419
8280,7.657471819306314
8534,6.027975942502141
8788,4.341643602673638
9042,3.3103101134264317
9296,3.007366247403574
9550,2.4610740299853098
9804,2.5907494553320713
10058,3.1513887410865733
10312,3.512824501095627
10566,4.011661030940183
10820,5.236128132405968
11074,6.586959797294766
11328,7.772248365996215
11582,10.297884203494595
11836,12.980234172050334
12090,16.072579208830085
12344,11.665821988322751
12598,11.441786998149203
12852,11.995804560056207
13106,10.099232488069772
13360,10.493776867316294
13614,9.323938987592335
13868,7.409708985345912
14122,6.620620226852861
14376,6.924115903196343
14630,4.379718514796731
14884,3.015091591892317
15138,2.5041152349940234
15392,1.820974058060881
15646,1.648809238026032
15900,1.4385695058680958
16154,1.5544496731992408
16408,1.717233717783471
16662,2.0345246521425664
16916,2.2933236925154588
17170,2.6039929030270597
17424,3.3704574383745034
17678,5.06396331237112
17932,6.881626508508255
18186,10.098680677749144
18440,17.237450795668426
18694,16.163627911733126
18948,14.27919566680043
19202,13.178885887475158
19456,14.690846165986313
19710,13.432718634962434
19964,14.075577658489983
20218,12.169073000732308
20472,11.836883187716353
20726,11.615607249145922
20980,8.021114820597866
21234,6.166480332978892
21488,5.982727496210931
21742,6.0483929243652454
21996,7.209953649279839
22250,8.22197377730519
22504,8.767162374082204
22758,8.958088745018285
23012,8.826757888709652
23266,10.279674462913986
23520,12.61383211915566
23774,14.703537803360678
24028,16.152039895000012
24282,16.707712887868894
