,hourly_cf_solar
133,0.0
387,0.0
641,0.0
895,0.0
1149,0.0
1403,0.0
1657,0.0
1911,0.0
2165,0.5511218019034734
2419,3.2016758234634453
2673,4.450662902512467
2927,4.780835721807135
3181,4.737479695031067
3435,4.792508498246844
3689,4.96009621713126
3943,5.126016396524287
4197,4.764994096638956
4451,4.19719689982161
4705,2.2086560563423614
4959,0.0300157108449698
5213,0.0
5467,0.0
5721,0.0
5975,0.0
6229,0.0
6483,0.0
6737,0.0
6991,0.0
7245,0.0
7499,0.0
7753,0.0
8007,0.0
8261,1.0943227912228564
8515,3.0111594365724557
8769,3.655246565120767
9023,4.395217214423842
9277,4.815854051126266
9531,5.446600863743479
9785,5.555407815556494
10039,5.423672195736904
10293,5.667132961479437
10547,4.9809404607736
10801,3.622729545038716
11055,1.8872378193774761
11309,0.02376243775226776
11563,0.0
11817,0.0
12071,0.0
12325,0.0
12579,0.0
12833,0.0
13087,0.0
13341,0.0
13595,0.0
13849,0.0
14103,0.037519638556212244
14357,2.4575363254319025
14611,5.235240233210148
14865,6.0239864126363
15119,6.1849039735551665
15373,6.171146772751222
15627,6.1011101141129584
15881,6.057337202464045
16135,5.977295306877459
16389,5.874324743284298
16643,5.774689258673912
16897,5.134354093981223
17151,3.6865129305842768
17405,0.8912998581464643
17659,0.0
17913,0.0
18167,0.0
18421,0.0
18675,0.0
18929,0.0
19183,0.0
19437,0.0
19691,0.0
19945,0.0
20199,0.0
20453,0.610736338720566
20707,3.438466431240429
20961,4.988444388484843
21215,4.973436533062357
21469,4.743732968123768
21723,4.677865158213974
21977,4.875468587943359
22231,5.131019014998448
22485,4.7787512974429
22739,1.9489367805588032
22993,0.0
23247,0.0
23501,0.0
23755,0.0
24009,0.0
24263,0.0
