,hourly_cf_wind
215,37.32049698095758
469,41.843442805233835
723,40.27706655811687
977,38.46843880002222
1231,38.278491592551084
1485,36.34323236280902
1739,33.23800844936799
1993,29.458334306500486
2247,28.921526981038603
2501,26.27878322491857
2755,20.861158524872504
3009,13.747773247982746
3263,12.71269861016907
3517,9.802927620357737
3771,8.69903153056177
4025,9.183534552517111
4279,7.897949829487886
4533,7.30057962628158
4787,9.618486129045195
5041,9.354211753433193
5295,17.197104421335247
5549,18.876347849703183
5803,27.80937231700475
6057,32.77277543396769
6311,54.80665150061846
6565,54.14183627446952
6819,50.91411017649999
7073,46.87153808706013
7327,44.76422522736234
7581,44.10078643025304
7835,41.47180696452946
8089,37.05484617630593
8343,26.830731269816553
8597,22.888638500270833
8851,22.763383457663064
9105,15.380218089002726
9359,14.56537209753238
9613,12.981102272900001
9867,10.770557235228772
10121,11.135310930734924
10375,11.977685502998177
10629,12.837953652776836
10883,14.045081920546249
11137,17.830261779572336
11391,27.542345083313464
11645,36.30744520777824
11899,52.485992139775554
12153,55.73023538622082
12407,40.30597156794943
12661,40.055461482733875
12915,37.9908179232651
13169,39.437444843932894
13423,39.91644214972965
13677,36.39828952439486
13931,39.56545274461996
14185,35.394872754493036
14439,35.73072144016662
14693,25.773633767368548
14947,22.713832012235816
15201,12.736097903843048
15455,9.478090367001318
15709,6.9798716600441
15963,8.354924270650304
16217,7.365271791144933
16471,8.572400058914347
16725,9.673543290631033
16979,12.791155065428882
17233,14.931502222078175
17487,16.869514309899532
17741,26.85963627964911
17995,35.56004423925054
18249,44.393965815697605
18503,58.12522191520461
18757,58.8547293062169
19011,52.746137228268616
19265,51.065517370861045
19519,55.44256171693484
19773,50.034572020166294
20027,48.72145871634415
20281,53.464633186963766
20535,55.92706473889018
20789,49.016014530828365
21043,34.27308308718167
21297,29.894662312068224
21551,31.11417844119444
21805,26.340722531702635
22059,25.817679496637204
22313,28.307639629356547
22567,27.070229922714933
22821,26.485247580865448
23075,29.693703672279923
23329,36.30193949161965
23583,50.98430805752193
23837,56.55884566808762
24091,52.8686394127971
24345,58.42253058776811
