,hourly_cf_solar
151,0.0
405,0.0
659,0.0
913,0.0
1167,0.0
1421,0.0
1675,0.0
1929,0.0
2183,0.3340783410260845
2437,3.293619409174809
2691,5.199045053050641
2945,5.346039523102119
3199,4.995453781695922
3453,4.814658444199453
3707,4.878329845665601
3961,5.128299051421588
4215,5.119652317889148
4469,4.891692979306644
4723,2.7653825970112123
4977,0.12498460287799397
5231,0.0
5485,0.0
5739,0.0
5993,0.0
6247,0.0
6501,0.0
6755,0.0
7009,0.0
7263,0.0
7517,0.0
7771,0.0
8025,0.0
8279,1.1783139604661192
8533,4.093835294267877
8787,5.700555597932151
9041,5.73396343203476
9295,5.854231634804151
9549,5.822395934071076
9803,5.784271699859865
10057,5.783092599832714
10311,5.756759365893012
10565,5.3259948226405545
10819,4.5591867716500944
11073,2.8286609651349766
11327,0.17372073733356394
11581,0.0
11835,0.0
12089,0.0
12343,0.0
12597,0.0
12851,0.0
13105,0.0
13359,0.0
13613,0.0
13867,0.0
14121,0.011004933586741606
14375,1.932544944500303
14629,4.641723773550656
14883,5.585789861956132
15137,5.825933234152529
15391,5.847943101326012
15645,5.833007834315435
15899,5.792525400049922
16153,5.808246733745266
16407,5.833793901000202
16661,5.819251667332008
16915,5.518974193750915
17169,4.432630035402566
17423,1.581959203094106
17677,0.0
17931,0.0
18185,0.0
18439,0.0
18693,0.0
18947,0.0
19201,0.0
19455,0.0
19709,0.0
19963,0.0
20217,0.0
20471,0.11122843589456695
20725,2.942640634426229
20979,4.745877609282318
21233,4.614604472926186
21487,4.29664049893783
21741,4.2042776634776775
21995,4.401580401354258
22249,4.707753375071105
22503,4.409441068201932
22757,1.8641571429255515
23011,0.0
23265,0.0
23519,0.0
23773,0.0
24027,0.0
24281,0.0
