,hourly_cf_solar
154,0.0
408,0.0
662,0.0
916,0.0
1170,0.0
1424,0.0
1678,0.0
1932,0.0
2186,7.672587226716259
2440,27.164763371283023
2694,35.255855355820174
2948,34.48225565196943
3202,34.22861640480526
3456,35.902635436088815
3710,37.849316658073846
3964,38.46439183244697
4218,34.710530974417196
4472,32.611666204133655
4726,13.144853984283312
4980,0.0
5234,0.0
5488,0.0
5742,0.0
5996,0.0
6250,0.0
6504,0.0
6758,0.0
7012,0.0
7266,0.0
7520,0.0
7774,0.0
8028,0.05706883061193912
8282,12.390277223969893
8536,27.494494392596447
8790,28.72464474134269
9044,35.41755037588733
9298,38.058569036984295
9552,39.95769290012604
9806,40.05597810840215
10060,38.25513945353652
10314,39.77380444593202
10568,35.262196336999274
10822,22.298060316320438
11076,10.158251848925165
11330,0.0
11584,0.0
11838,0.0
12092,0.0
12346,0.0
12600,0.0
12854,0.0
13108,0.0
13362,0.0
13616,0.0
13870,0.0
14124,1.9276582784477214
14378,20.98864770283539
14632,39.155558780969336
14886,44.66904191620057
15140,45.78188411313338
15394,45.59165467776026
15648,45.23021875055131
15902,45.06535323989459
16156,44.99243195633489
16410,44.63733701030505
16664,43.34694734035731
16918,37.95711333811862
17172,23.544063118014435
17426,2.929533304746208
17680,0.0
17934,0.0
18188,0.0
18442,0.0
18696,0.0
18950,0.0
19204,0.0
19458,0.0
19712,0.0
19966,0.0
20220,0.0
20474,7.1748202041565685
20728,21.981011257365218
20982,30.718883322171006
21236,32.21852537102919
21490,31.77782717908143
21744,33.933760779976915
21998,35.74094041602165
22252,36.29894675978283
22506,30.664984982148617
22760,8.236934551656546
23014,0.0
23268,0.0
23522,0.0
23776,0.0
24030,0.0
24284,0.0
