,hourly_cf_wind
164,11.890533991584203
418,11.729682121621567
672,12.00762051176902
926,12.461188682193693
1180,11.318742538642821
1434,9.976226224679058
1688,9.247561569936662
1942,8.010764152838803
2196,7.575384179724391
2450,6.6511964038966696
2704,4.22534558764039
2958,3.098814116735998
3212,2.7202722602161566
3466,2.54634762343677
3720,1.6994596861776656
3974,1.675587677207946
4228,1.6289804216003956
4482,1.6619465292252489
4736,2.1507543319385576
4990,2.595228403708101
5244,4.158276610058797
5498,6.536383408375637
5752,8.622342287396384
6006,10.002371758312563
6260,17.56070450305858
6514,16.68312398283841
6768,16.03403269132841
7022,13.392197032012763
7276,11.901333233737171
7530,9.619282852465153
7784,10.081945121544958
8038,9.202659457826948
8292,8.043161879297706
8546,5.965728717766145
8800,5.683243278291131
9054,4.114511260280976
9308,4.054262856690732
9562,3.3750473633856117
9816,2.758922179500465
10070,2.8441793543923204
10324,2.9788856907214534
10578,3.7314223544335703
10832,4.3594835428035745
11086,4.433941475542465
11340,7.239470910650478
11594,10.074556166387667
11848,13.812799094812586
12102,15.85953967338308
12356,13.70651181678074
12610,10.961799166428914
12864,10.68840782560903
13118,10.56791101842854
13372,9.92961896907151
13626,10.003508520644454
13880,12.203143632854344
14134,9.817647879380205
14388,8.084085323245798
14642,6.3692793455876
14896,5.001754260322224
15150,3.5614763858158014
15404,2.0166163767753704
15658,1.741519892457648
15912,1.58237316599285
16166,1.5852150718225784
16420,1.93192758304946
16674,2.2337379821666263
16928,3.1181390763781516
17182,2.950466632424168
17436,4.0821135338220715
17690,5.927078798481839
17944,9.181060973521015
18198,11.417072480351429
18452,16.131225870705126
18706,15.228068198017397
18960,13.470065251747323
19214,13.492800498385153
19468,13.88498350288769
19722,12.77152479880005
19976,11.714335830141033
20230,11.360802744922802
20484,10.953841830105674
20738,8.526854251517506
20992,6.70121394649989
21246,5.562178089944695
21500,5.069960000235712
21754,5.151238506965948
22008,6.443168897160541
22262,6.680752224525847
22516,7.232081955493181
22770,6.8796856326068445
23024,6.472724717789719
23278,9.441379547524146
23532,12.391846179948319
23786,14.194182857162156
24040,15.94536522944088
24294,15.81691108593715
