,hourly_cf_wind
191,48.48854796057121
445,52.937845804103304
699,54.22657224424231
953,57.06625593964899
1207,55.203036990050435
1461,52.7428978954879
1715,42.267466912189384
1969,41.96383123151406
2223,43.11626665589539
2477,35.81865910330105
2731,27.42382261372091
2985,17.117461498071137
3239,14.170815233335654
3493,13.159846432905326
3747,11.665820867764268
4001,10.751463420276083
4255,7.977337428651572
4509,9.053863932864068
4763,11.369085998013384
5017,14.370938750144386
5271,22.641560643084627
5525,33.292962304956355
5779,45.127853040369374
6033,49.25108756772173
6287,67.61069503219191
6541,72.02203841563959
6795,63.83250105106151
7049,65.97002723490651
7303,64.24482450379675
7557,64.48807808888323
7811,59.595403143455925
8065,51.166062599253564
8319,46.46833556244166
8573,35.02334064425944
8827,31.974907418388476
9081,22.79510368615339
9335,19.88813708423343
9589,17.44179961151977
9843,16.11339350856525
10097,15.181784033765975
10351,15.635512352047842
10605,16.85695588567356
10859,19.367125859438282
11113,23.919935866836965
11367,31.562583965653246
11621,46.133646232606374
11875,61.17223843969024
12129,69.98629919293006
12383,59.367676382949426
12637,59.58505192706926
12891,57.79601669490842
13145,59.22620975899843
13399,58.03581987453268
13653,59.18998050164512
13907,61.1463603987236
14161,46.75989482399922
14415,42.000060488867355
14669,34.5368334740865
14923,28.48309709062231
15177,21.311429337398994
15431,17.164041971811102
15685,14.960958084183925
15939,10.732486190233878
16193,10.63242443182951
16447,13.70673569866712
16701,14.921278421368394
16955,18.62011307686774
17209,21.70995116828534
17463,27.406570586409806
17717,37.57491548357079
17971,45.28484648890037
18225,53.12934330725649
18479,75.96585185895651
18733,69.82585533893685
18987,71.37163698601121
19241,63.71691246807716
19495,62.46269008256035
19749,65.09189904477165
20003,64.74513329581858
20257,59.13994962244294
20511,62.728371303151256
20765,49.59612811394368
21019,37.18501966633999
21273,31.478049031828867
21527,28.62973932276664
21781,26.66128300657039
22035,28.426165400495684
22289,31.950754580152942
22543,33.55519312008503
22797,33.053159125332094
23051,35.43048848880135
23305,43.52341450043728
23559,60.7426629596439
23813,60.84099951531717
24067,70.23645358894098
24321,72.23768875702831
